楼盘名称,房价(元/平方米),楼盘位置,建成年份,附近地铁站
舒家街71到77号,15122,武昌/中南丁字桥,未知年建成,无地铁
中南新苑东区,暂无,武昌/中南丁字桥,1996年建成,近地铁2号线中南路站
洪山制药厂,23497,武昌/中南丁字桥,未知年建成,近地铁2号线宝通寺站
中山路293号,21023,武昌/积玉桥,未知年建成,近地铁2号线螃蟹岬站
三角花园余家湖小区,暂无,武昌/沙湖,未知年建成,无地铁
东一路19号,暂无,武昌/水果湖,2000年建成,无地铁
园林小区,18256,武昌/首义,2000年建成,近地铁4号线复兴路站
和平大道720号,暂无,武昌/积玉桥,未知年建成,无地铁
就业小区,28878,武昌/水果湖,未知年建成,近地铁2号线洪山广场站
咸宁大厦,暂无,武昌/积玉桥,未知年建成,无地铁
中山路新519号,17058,武昌/武昌火车站,未知年建成,近地铁4号线首义路站
职业病防治医院宿舍,暂无,武昌/中南丁字桥,未知年建成,无地铁
淘房楚材公寓,暂无,武昌/首义,1996年建成,无地铁
后补街2到8号,17347,武昌/积玉桥,未知年建成,无地铁
水果湖横路2号,暂无,武昌/水果湖,未知年建成,近地铁2号线洪山广场站
体委宿舍,暂无,武昌/楚河汉街,未知年建成,无地铁
天合大厦,暂无,武昌/首义,未知年建成,近地铁4号线复兴路站
武泰闸河街54号,暂无,武昌/白沙洲,未知年建成,无地铁
水果湖横路2号,暂无,武昌/水果湖,未知年建成,近地铁2号线洪山广场站
体委宿舍,暂无,武昌/楚河汉街,未知年建成,无地铁
湖北省教育厅宿舍,暂无,武昌/水果湖,未知年建成,无地铁
三道街86号,暂无,武昌/积玉桥,未知年建成,无地铁
东湖村军转小区,18875,武昌/街道口,1998年建成,无地铁
武泰闸蔬菜大市场宿舍,15809,武昌/白沙洲,未知年建成,无地铁
东一路附6号,暂无,武昌/水果湖,未知年建成,无地铁
胭脂大院,20315,武昌/积玉桥,未知年建成,无地铁
湖北省质量技术监督局,暂无,武昌/水果湖,未知年建成,无地铁
鑫鑫花园,暂无,武昌/积玉桥,未知年建成,无地铁
民主一路12到18号,暂无,武昌/中南丁字桥,未知年建成,无地铁
中山社区兴松园,21542,武昌/积玉桥,未知年建成,近地铁2号线积玉桥站
文昌门特1号,暂无,武昌/首义,未知年建成,近地铁4号线复兴路站
珞珈山干休所,暂无,武昌/街道口,未知年建成,近地铁2号线广埠屯站
中山路412到414号,暂无,武昌/首义,未知年建成,近地铁4号线首义路站
体育馆路12号,22947,武昌/楚河汉街,未知年建成,无地铁
青鱼嘴沙湖小区,23534,武昌/沙湖,1999年建成,近地铁4号线青鱼嘴站
武珞路358号,暂无,武昌/武昌火车站,未知年建成,近地铁4号线梅苑小区站
北环路41号,暂无,武昌/水果湖,未知年建成,无地铁
云架桥小区,20496,武昌/积玉桥,未知年建成,无地铁
水果湖横路32-1号,31377,武昌/水果湖,2000年建成,近地铁2号线洪山广场站
青鱼咀球场小区,暂无,武昌/沙湖,未知年建成,无地铁
花园山3-6号,暂无,武昌/积玉桥,未知年建成,近地铁2号线螃蟹岬站
铁机教师楼,16702,武昌/杨园,未知年建成,无地铁
双柏小区,17254,武昌/积玉桥,1996年建成,近地铁2号线螃蟹岬站
烈士街30-34号,暂无,武昌/首义,未知年建成,近地铁4号线复兴路站
烈士街7号,暂无,武昌/首义,未知年建成,近地铁4号线复兴路站
湖北省总工会南区,暂无,武昌/首义,2005年建成,无地铁
徐家棚街武北村,暂无,武昌/徐东,未知年建成,无地铁
都府堤社区,暂无,武昌/首义,未知年建成,无地铁
规划局宿舍,暂无,武昌/东湖东亭,2001年建成,近地铁8号线梨园站
临江大道57号,25342,武昌/首义,1996年建成,无地铁
付家坡二路12号,暂无,武昌/武昌火车站,未知年建成,无地铁
武汉大学北三区,暂无,武昌/街道口,未知年建成,近地铁2号线广埠屯站
新四军宿舍,暂无,武昌/东湖东亭,未知年建成,无地铁
江尚CC中心,暂无,武昌/徐东,未知年建成,近地铁8号线徐东站
康华园,暂无,武昌/首义,1999年建成,近地铁4号线复兴路站
星星社区,暂无,武昌/中南丁字桥,未知年建成,近地铁2号线小龟山站
绿荫苑,暂无,武昌/中北路,未知年建成,近地铁4号线东亭站
东一路26号,暂无,武昌/水果湖,未知年建成,无地铁
东一路21号,暂无,武昌/水果湖,未知年建成,无地铁
和平大道三角路50号,暂无,武昌/积玉桥,未知年建成,无地铁
三角花园鑫鑫路小区,暂无,武昌/积玉桥,未知年建成,无地铁
石牌岭8号,暂无,武昌/中南丁字桥,未知年建成,无地铁
湖北省公务员局宿舍,暂无,武昌/水果湖,未知年建成,无地铁
东城壕80号,暂无,武昌/积玉桥,未知年建成,近地铁2号线螃蟹岬站
湖北大禹公司宿舍,暂无,武昌/水果湖,未知年建成,无地铁
梅苑干休所,暂无,武昌/武昌火车站,1997年建成,无地铁
东一路28号,暂无,武昌/水果湖,未知年建成,无地铁
复兴路79号,暂无,武昌/首义,未知年建成,无地铁
石牌岭还建楼,暂无,武昌/中南丁字桥,未知年建成,无地铁
环保局宿舍,暂无,武昌/积玉桥,未知年建成,无地铁
民政厅小区,暂无,武昌/首义,未知年建成,无地铁
武汉大学东中区,暂无,武昌/街道口,未知年建成,无地铁
武铁汽车队小区,15915,武昌/徐东,1999年建成,无地铁
梦湖水岸,31411,武昌/沙湖,2004年建成,无地铁
七星绿色花园,22510,武昌/沙湖,2004年建成,近地铁8号线徐家棚站
铁机西区,17787,武昌/杨园,1994年建成,无地铁
忠诚花苑,19461,武昌/杨园,2000年建成,无地铁
电建小区,16923,武昌/徐东,1996年建成,近地铁8号线徐东站
徐家棚街长轮社区,19783,武昌/沙湖,1995年建成,无地铁
绿地国际金融城一期,33110,武昌/积玉桥,2012年建成,无地铁
水岸国际峯岚天下,29746,武昌/积玉桥,2012年建成,无地铁
三角花园陈家湾小区,暂无,武昌/沙湖,未知年建成,无地铁
橡树湾一期,34022,武昌/杨园,2012年建成,无地铁
江南公寓南区,19473,武昌/杨园,2004年建成,无地铁
都府堤129号,暂无,武昌/首义,1999年建成,无地铁
荆南街社区,19345,武昌/积玉桥,1992年建成,近地铁2号线螃蟹岬站
粮道街社区,19704,武昌/积玉桥,1995年建成,近地铁2号线螃蟹岬站
姚家岭1到1000号,24103,武昌/楚河汉街,2000年建成,近地铁2号线洪山广场站
安顺家园,32224,武昌/楚河汉街,2008年建成,近地铁4号线楚河汉街站
幸福里社区,18538,武昌/积玉桥,1998年建成,近地铁2号线积玉桥站
明伦小区,14764,武昌/白沙洲,1995年建成,无地铁
新都小区,18088,武昌/首义,2004年建成,近地铁4号线复兴路站
馨都茗苑,21313,武昌/首义,2000年建成,近地铁4号线复兴路站
杏林苑,16013,武昌/积玉桥,1982年建成,无地铁
胭脂公寓,20975,武昌/积玉桥,2005年建成,无地铁
精典公寓小区,17633,武昌/中南丁字桥,2000年建成,近地铁2号线宝通寺站
汇文新都C区,16239,武昌/白沙洲,2004年建成,无地铁
金地国际花园,34929,武昌/积玉桥,2009年建成,近地铁2号线积玉桥站
西厂口社区,暂无,武昌/首义,1996年建成,近地铁4号线复兴路站
尚隆地球村,23364,武昌/积玉桥,2002年建成,近地铁2号线积玉桥站
化工研究所宿舍,18967,武昌/首义,1992年建成,近地铁4号线首义路站
翠林居,26540,武昌/中南丁字桥,2006年建成,近地铁2号线小龟山站
中山路519-10-11栋,暂无,武昌/武昌火车站,未知年建成,近地铁4号线武昌火车站站
黄鹂小区,22599,武昌/中北路,1995年建成,无地铁
凯乐花园,28171,武昌/中南丁字桥,2006年建成,近地铁2号线中南路站
海达广场,暂无,武昌/首义,2008年建成,近地铁4号线复兴路站
东湖林语,36976,武昌/东湖东亭,2001年建成,近地铁8号线梨园站
二十五街坊,暂无,青山/青山,未知年建成,无地铁
热电社区,暂无,青山/青山,未知年建成,无地铁
三弓路社区,暂无,青山/青山,未知年建成,无地铁
鄂州街,暂无,青山/青山,未知年建成,无地铁
金域花园,暂无,青山/青山,未知年建成,无地铁
向家尾村小区北区,暂无,青山/青山,未知年建成,无地铁
四街坊物业小区,暂无,青山/青山,未知年建成,无地铁
天伦107公馆,暂无,青山/青山,未知年建成,无地铁
吉庆苑小区,暂无,青山/青山,2006年建成,无地铁
四十五街,暂无,青山/青山,未知年建成,无地铁
宏盈花园,16574,青山/青山,2004年建成,无地铁
青教花园二期,17148,青山/青山,2005年建成,无地铁
光明社区,暂无,青山/青山,未知年建成,无地铁
钢都花园125街坊,19707,青山/青山,2002年建成,无地铁
新沟桥十八街坊,暂无,青山/青山,未知年建成,无地铁
雅苑公寓,暂无,青山/青山,2000年建成,无地铁
华通小区,暂无,青山/青山,1990年建成,无地铁
青扬六和,22283,青山/青山,未知年建成,无地铁
青康居,暂无,青山/青山,2012年建成,无地铁
钢花村街119社区,14111,青山/青山,未知年建成,无地铁
碧苑花园,16049,青山/青山,2005年建成,无地铁
钢花村街115街坊,13938,青山/青山,1998年建成,无地铁
明冠公寓,暂无,青山/青山,未知年建成,无地铁
青江小区,暂无,青山/青山,未知年建成,无地铁
五十一街,暂无,青山/青山,未知年建成,无地铁
冶金109街坊,暂无,青山/青山,2002年建成,无地铁
青城阳光,暂无,青山/青山,2015年建成,无地铁
悦达新天地,暂无,青山/青山,2016年建成,无地铁
南洋金谷公园里,暂无,青山/青山,2015年建成,无地铁
青城荟,暂无,青山/青山,2017年建成,无地铁
青城荟,暂无,青山/青山,2017年建成,无地铁
铁投江南御景,暂无,青山/青山,2019年建成,无地铁
中银大厦,9726,青山/青山,2003年建成,无地铁
青山柴林头村,暂无,青山/青山,未知年建成,无地铁
八大家花園,暂无,青山/青山,未知年建成,无地铁
康寿社区,暂无,青山/青山,未知年建成,无地铁
宝钢冶金建设公司武汉地区职工住宅区,暂无,青山/青山,未知年建成,无地铁
招商一江璟城,暂无,青山/青山,未知年建成,无地铁
新家园,暂无,青山/青山,未知年建成,无地铁
22街坊,暂无,青山/青山,未知年建成,无地铁
群居欣苑小区,暂无,青山/青山,未知年建成,无地铁
大华铂金华府,23725,青山/青山,2012年建成,无地铁
和平花苑东区,18488,青山/青山,未知年建成,无地铁
江南春城,23009,青山/青山,2008年建成,无地铁
翠竹苑,暂无,青山/青山,2011年建成,无地铁
青教花园一期,18663,青山/青山,1999年建成,无地铁
青宜居一期,14766,青山/青山,2010年建成,无地铁
青宜居二期,14830,青山/青山,2010年建成,无地铁
冶金104街坊,暂无,青山/青山,未知年建成,无地铁
冶金106街坊,暂无,青山/青山,2002年建成,无地铁
工业四路,暂无,青山/青山,未知年建成,无地铁
钢花村街113街坊,暂无,青山/青山,未知年建成,无地铁
才惠社区58小区,暂无,青山/青山,未知年建成,无地铁
康盛大厦,暂无,青山/青山,2006年建成,无地铁
科技宛社区,暂无,青山/青山,未知年建成,无地铁
青城华庭,暂无,青山/青山,2012年建成,无地铁
青澳公寓,暂无,青山/青山,未知年建成,无地铁
楠姆社区,8765,青山/青山,未知年建成,无地铁
奥山世纪城CC尚品,24103,青山/青山,2013年建成,无地铁
联泰香域水岸,暂无,青山/青山,2017年建成,无地铁
绿地香树花城,14518,青山/青山,2016年建成,无地铁
印力中心,暂无,青山/青山,2016年建成,无地铁
奥山世纪城V公馆,25098,青山/青山,2012年建成,无地铁
奥山澜橼,24506,青山/青山,2015年建成,无地铁
绿地派克公馆,暂无,青山/青山,2019年建成,无地铁
向阳小区,暂无,青山/青山,未知年建成,无地铁
蒋家墩社区,暂无,青山/青山,未知年建成,无地铁
钢花新村107街坊,暂无,青山/青山,未知年建成,无地铁
重工小区B区,暂无,青山/洪山其它,未知年建成,无地铁
中冶39大街,暂无,青山/青山,未知年建成,无地铁
绿地·派克公馆,暂无,青山/青山,2018年建成,无地铁
御江壹品青山印,暂无,青山/青山,未知年建成,无地铁
成功花园,暂无,青山/青山,未知年建成,无地铁
康宁社区,暂无,青山/青山,未知年建成,无地铁
红钢城休养所,暂无,青山/青山,未知年建成,无地铁
碧苑花园C区,暂无,青山/青山,未知年建成,无地铁
民族新村,18856,青山/青山,2000年建成,无地铁
四十一街53号,暂无,青山/青山,未知年建成,无地铁
红钢城,暂无,青山/青山,2000年建成,无地铁
热电小区,15446,青山/青山,未知年建成,无地铁
热电小区西区,暂无,青山/青山,未知年建成,无地铁
柴林小区,14896,青山/青山,1994年建成,无地铁
碧园社区,暂无,青山/青山,未知年建成,无地铁
绿苑小区,11924,青山/青山,2003年建成,无地铁
惠济社区,暂无,青山/青山,未知年建成,无地铁
钢花村街114社区,15254,青山/青山,1995年建成,无地铁
和平公寓,暂无,青山/青山,未知年建成,无地铁
市政小区,暂无,青山/青山,未知年建成,无地铁
天宇星苑,暂无,青山/青山,未知年建成,无地铁
公园家,17872,青山/青山,2002年建成,无地铁
聚友社区,暂无,青山/青山,未知年建成,无地铁
六十二街坊,17919,青山/青山,未知年建成,无地铁
新奥学府佳邻,暂无,青山/青山,未知年建成,无地铁
青山健吾公馆三期,暂无,青山/青山,2015年建成,无地铁
钢花村街111社区,暂无,青山/青山,未知年建成,无地铁
钢花村街112街坊,暂无,青山/青山,未知年建成,无地铁
兰亭雅居,20639,青山/青山,未知年建成,无地铁
钢花新村111街,暂无,青山/青山,未知年建成,无地铁
东兴天地C区,暂无,青山/青山,未知年建成,无地铁
科苑社区,暂无,青山/青山,未知年建成,无地铁
康美社区,暂无,青山/青山,未知年建成,无地铁
东兴天地A区,暂无,青山/青山,2010年建成,无地铁
新奥依江畔园,23405,青山/青山,2008年建成,无地铁
石化二生活区,暂无,青山/青山,1996年建成,无地铁
四十九街坊C组团,暂无,青山/青山,未知年建成,无地铁
武汉科技大学宿舍,暂无,青山/青山,2002年建成,无地铁
新长江香樟林,11278,青山/青山,2011年建成,无地铁
园林星城,15498,青山/青山,2006年建成,无地铁
七星天兴花园,14354,青山/青山,2000年建成,无地铁
才惠社区,暂无,青山/青山,未知年建成,无地铁
钢花村街116社区,11453,青山/青山,2000年建成,无地铁
钢花村街118社区,17717,青山/青山,未知年建成,无地铁
二十四街,暂无,青山/青山,未知年建成,无地铁
新沟桥车站街,暂无,青山/青山,未知年建成,无地铁
二十三街坊,暂无,青山/青山,未知年建成,无地铁
二十六街坊,暂无,青山/青山,未知年建成,无地铁
兴达花园,暂无,青山/青山,未知年建成,无地铁
三十一街,暂无,青山/青山,未知年建成,无地铁
青山1958,暂无,青山/青山,2013年建成,无地铁
中交江锦湾,22481,青山/青山,2015年建成,无地铁
青山1958,暂无,青山/青山,2013年建成,无地铁
青城国际,暂无,青山/青山,未知年建成,无地铁
重工小区A区,暂无,青山/洪山其它,未知年建成,无地铁
